rank,stop_id,stop_name,tract_geoid,households,pct_no_vehicle_est,moe_pts,pct_draws_in_top20,median_rank_simulated
444.0,453,Windsor Park Apartments,12001001516,1562,8.5,5.4,0.0,440.0
445.0,1126,Haystacks Housing Complex,12001002220,1044,6.8,6.9,0.0,440.0
446.0,697,Masonic Temple,12001000500,2796,10.7,4.8,0.0,441.0
447.0,1,Rosa Parks RTS Downtown Station,12001000500,2796,10.7,4.8,0.0,445.0
448.0,399,The Home Depot @ NW 53rd Avenue,12001001203,1619,5.6,3.9,0.0,444.0
449.0,143,Santa Fe College Charles L. Blount Center,12001000500,2796,10.7,4.8,0.0,446.5
450.0,868,Gainesville Christian Center,12001000500,2796,10.7,4.8,0.0,448.5
451.0,920,GRU Administration Building,12001000500,2796,10.7,4.8,0.0,450.0
452.0,768,Friends of the Library Alachua County,12001000500,2796,10.7,4.8,0.0,451.0
453.0,739,Eastbound NW 39th Avenue @ NW 10th Street,12001000302,1363,11.6,6.7,0.0,448.0
454.0,1459,Kensington South @ 38th Terrace,12001001522,4386,15.6,7.6,0.0,458.0
455.0,314,Faith Missionary Church,12001000700,2512,12.6,7.5,0.0,453.5
456.0,713,NE 23rd Avenue @ NE 11th Terrace,12001000400,2341,18.2,8.7,0.0,455.0
457.0,404,Pine Ridge Apartments,12001001803,2802,5.0,4.0,0.0,451.0
458.0,336,Faith Missionary Church,12001000700,2512,12.6,7.5,0.0,457.0
459.0,261,Sunshine Inn,12001000302,1363,11.6,6.7,0.0,457.0
460.0,187,Community Foundation of North Central Florida,12001001605,4022,6.0,5.3,0.0,457.0
461.0,553,Downtown Library,12001000500,2796,10.7,4.8,0.0,460.0
462.0,1062,Linton Oaks Neighborhood @ SW 61st Street,12001002218,1495,15.3,8.9,0.0,461.0
463.0,766,Fire Stone @ N Main Street,12001000500,2796,10.7,4.8,0.0,463.0
464.0,1377,CVS - NW 39th Ave @ NW 13th St,12001001203,1619,5.6,3.9,0.0,459.0
465.0,543,Forest Ridge Neighborhood,12001001000,3509,6.5,4.1,0.0,457.0
466.0,168,Capital City Bank @ Newberry Road,12001001605,4022,6.0,5.3,0.0,462.0
467.0,1500,NE 15th St @ NE 7th Ave,12001000600,1734,20.2,11.8,0.0,470.0
468.0,586,Pine Meadows Apartments,12001000600,1734,20.2,11.8,0.0,473.0
469.0,769,The Collier Companies,12001000500,2796,10.7,4.8,0.0,468.0
470.0,424,Girls Place of Alachua County,12001001202,3217,0.6,0.9,0.0,459.0
471.0,1381,Publix - NW 39th AVE @ NW 13th ST,12001001203,1619,5.6,3.9,0.0,464.0
472.0,1543,NW 2nd St @ NW 16th Ave Northbound,12001000301,1952,14.1,7.2,0.0,466.0
473.0,1620,SW 87th Dr @ Nearside SW 27th Ln,12001002221,2304,0.8,1.5,0.0,459.0
474.0,327,The Verdant Cove,12001000600,1734,20.2,11.8,0.0,475.0
475.0,463,University Commons,12001001514,1080,8.3,6.3,0.0,468.0
476.0,423,Palmetto Woods Neighborhood,12001001202,3217,0.6,0.9,0.0,463.0
477.0,407,Hampton Court Apartments,12001001803,2802,5.0,4.0,0.0,465.0
478.0,557,Northbound NE 9th Street @ NE 3rd Avenue,12001000500,2796,10.7,4.8,0.0,474.0
479.0,421,Walnut Creek Neighborhood,12001001202,3217,0.6,0.9,0.0,468.0
480.0,238,CVS @ NW 13th Street,12001001203,1619,5.6,3.9,0.0,472.0
481.0,680,Bridge House,12001110800,898,12.0,8.9,0.0,475.0
482.0,699,Alachua County Property Appraiser,12001000500,2796,10.7,4.8,0.0,479.0
483.0,484,Towne Parc Apartments,12001001515,2932,9.4,7.0,0.0,476.0
484.0,412,Northwood Pines Neighborhood,12001001803,2802,5.0,4.0,0.0,474.0
485.0,1273,SW 38th Terr nearside SW 20th Ave,12001001522,4386,15.6,7.6,0.0,484.0
486.0,1478,Tractor Supply Co @ NW 53rd Avenue,12001001202,3217,0.6,0.9,0.0,475.5
487.0,850,GRU Administration Building,12001000500,2796,10.7,4.8,0.0,483.5
488.0,1378,Westbound NW 39th AVE @ NW 12th ST,12001000302,1363,11.6,6.7,0.0,480.0
489.0,7,Infinity Hall,12001000201,2308,21.1,10.6,0.0,480.0
490.0,221,Family Acupuncture Center,12001000301,1952,14.1,7.2,0.0,483.0
491.0,113,Southbound SE 15th Street @ SE 7th Avenue,12001000700,2512,12.6,7.5,0.0,482.0
492.0,252,Plaza Verde - NW 23rd Avenue,12001001100,2940,7.3,3.5,0.0,488.0
493.0,520,Santa Fe,12001001701,3402,17.3,5.7,0.0,489.5
494.0,242,McDonald's @ NW 13th Street,12001001203,1619,5.6,3.9,0.0,488.0
495.0,608,Northbound NE 25th Street @ NE 6th Avenue,12001000600,1734,20.2,11.8,0.0,497.0
496.0,1168,Northwood Oaks Neighborhood,12001001202,3217,0.6,0.9,0.0,487.0
497.0,602,Pine Meadows Apartments,12001000600,1734,20.2,11.8,0.0,499.0
498.0,450,Lexington Crossing Apartments,12001001516,1562,8.5,5.4,0.0,490.5
499.0,993,Huntington Lakes Apartments,12001001811,3147,12.6,7.9,0.0,496.0
500.0,125,SE 12th Avenue @ SE 17th Drive,12001000700,2512,12.6,7.5,0.0,494.0
501.0,1594,AT&T Store @ NW 4th Place,12001001605,4022,6.0,5.3,0.0,496.5
502.0,285,Santa Fe Blount Center,12001000500,2796,10.7,4.8,0.0,499.5
503.0,630,Southbound NE 9th Street @ NE 3rd Avenue,12001000500,2796,10.7,4.8,0.0,501.0
504.0,1102,Advance Auto Parts,12001002207,1455,0.4,0.7,0.0,496.0
505.0,87,Lincoln Estate Neighborhood,12001000700,2512,12.6,7.5,0.0,501.0
506.0,1486,Campus Circle Apartments,12001001522,4386,15.6,7.6,0.0,506.0
507.0,92,Lincoln Estates,12001000700,2512,12.6,7.5,0.0,502.5
508.0,1454,Northeast Park,12001000500,2796,10.7,4.8,0.0,507.0
509.0,700,Fire Stone @ N Main Street,12001000500,2796,10.7,4.8,0.0,508.0
510.0,368,LifeSouth Community Blood Center @ NW 13th Street,12001000301,1952,14.1,7.2,0.0,505.0
511.0,258,M&E Auto Specialists,12001000302,1363,11.6,6.7,0.0,506.0
512.0,505,B'Nai Israel School & Day Care,12001001100,2940,7.3,3.5,0.0,508.0
513.0,1264,Cottage Grove Apartments at Gainesville,12001110800,898,12.0,8.9,0.0,508.0
514.0,745,Highland Court Manor,12001000400,2341,18.2,8.7,0.0,508.0
515.0,1010,Huntington Lakes Apartments,12001001701,3402,17.3,5.7,0.0,512.0
516.0,90,Lincoln Estate Neighborhood,12001000700,2512,12.6,7.5,0.0,511.0
517.0,420,Vida Springs Church,12001001202,3217,0.6,0.9,0.0,508.0
518.0,596,Lake Forest Elementary School,12001001400,896,3.6,5.5,0.0,505.0
519.0,422,Uptown Village Apartments,12001001202,3217,0.6,0.9,0.0,509.0
520.0,1498,NE 15th St @ NE 3rd Ave Farside,12001000600,1734,20.2,11.8,0.0,519.0
521.0,483,University Club Apartments,12001001515,2932,9.4,7.0,0.0,512.0
522.0,382,Ridgeview Baptist Church,12001001203,1619,5.6,3.9,0.0,516.0
523.0,1234,NE Walmart Supercenter,12001000600,1734,20.2,11.8,0.0,524.0
524.0,205,The Continuum,12001000500,2796,10.7,4.8,0.0,521.0
525.0,776,Spring Hill Church,12001000700,2512,12.6,7.5,0.0,521.0
526.0,846,Lakeside Residential Complex,12001000901,237,49.8,28.7,0.0,529.0
527.0,1317,GRACE Marketplace,12001001400,896,3.6,5.5,0.0,519.0
528.0,661,Seacoast Bank @ SW 37th Boulevard,12001001519,882,12.8,5.3,0.0,525.0
529.0,1104,The Gardens Apartments,12001002207,1455,0.4,0.7,0.0,526.0
530.0,568,Mount Zion Church of God,12001000600,1734,20.2,11.8,0.0,535.0
531.0,406,Northbound NW 23rd Terrace @ NW 62nd Avenue,12001001803,2802,5.0,4.0,0.0,527.0
532.0,1176,Fifield Hall,12001001514,1080,8.3,6.3,0.0,531.0
533.0,489,Southbound SW 23rd Street @ Williston Road,12001001516,1562,8.5,5.4,0.0,530.0
534.0,511,First Church of the Nazarene,12001001701,3402,17.3,5.7,0.0,534.0
535.0,325,Verdant Cove Apartments,12001001400,896,3.6,5.5,0.0,527.0
536.0,124,Lincoln Estates Neighborhood,12001000700,2512,12.6,7.5,0.0,532.0
537.0,1557,The Ridge @ SW 38th TER northbound,12001001522,4386,15.6,7.6,0.0,538.0
538.0,1499,NE 15th St @ NE 3rd Ave Nearside,12001000600,1734,20.2,11.8,0.0,541.0
539.0,1236,Cabana Beach Apartments (SW 52nd St),12001001605,4022,6.0,5.3,0.0,534.0
540.0,428,Southbound NW 21st Street @ NW 36th Avenue,12001001202,3217,0.6,0.9,0.0,535.0
541.0,579,Southbound NE 25th Street @ NE 6th Avenue,12001000600,1734,20.2,11.8,0.0,545.0
542.0,122,Lincoln Estates,12001000700,2512,12.6,7.5,0.0,539.0
543.0,297,Eastbound SE 7th Avenue @ SE 15th Street,12001000700,2512,12.6,7.5,0.0,540.0
544.0,416,Pizza Hut @ NW 34th Street,12001001201,1358,3.3,3.1,0.0,538.0
545.0,556,Northbound NE 9th Street @ E University Avenue,12001000500,2796,10.7,4.8,0.0,543.0
546.0,451,Lexington Crossing Apartments,12001001516,1562,8.5,5.4,0.0,545.0
547.0,135,Dignity Project,12001000700,2512,12.6,7.5,0.0,546.0
548.0,986,Bank of America @ NW 43rd Street,12001001100,2940,7.3,3.5,0.0,547.0
549.0,790,Parklands Care Center,12001000806,1491,18.9,8.7,0.0,551.0
550.0,335,Westbound SE 21st Avenue @ SE 32nd Terrace,12001000700,2512,12.6,7.5,0.0,551.0
551.0,1069,Sunrise Subdivision,12001002218,1495,15.3,8.9,0.0,550.5
552.0,535,B'Nai Israel School & Day Care,12001001702,2361,5.5,4.0,0.0,548.0
553.0,1556,The Ridge @ SW 38th TER southbound,12001001522,4386,15.6,7.6,0.0,558.0
554.0,554,Salvation Army,12001000500,2796,10.7,4.8,0.0,555.5
555.0,1329,Alachua County Jail,12001001400,896,3.6,5.5,0.0,550.0
556.0,315,Eastbound SE 21st Avenue @ SE 32nd Terrace,12001000700,2512,12.6,7.5,0.0,557.5
557.0,128,Southbound SE 15th Street @ SE 14th Avenue,12001000700,2512,12.6,7.5,0.0,559.0
558.0,1560,Eastwood Meadows,12001001400,896,3.6,5.5,0.0,553.0
559.0,1392,Northbound NW 55th St @ NW 9th Ln,12001001702,2361,5.5,4.0,0.0,556.0
560.0,403,Kangaroo Gas @ NW 34th Street,12001001803,2802,5.0,4.0,0.0,557.0
561.0,857,Episcopal Children's Services Northbound,12001000600,1734,20.2,11.8,0.0,566.0
562.0,1019,Millhopper Plaza,12001001702,2361,5.5,4.0,0.0,560.0
563.0,379,Northbound NW 21st Avenue @ NW 33rd Avenue,12001001203,1619,5.6,3.9,0.0,564.0
564.0,833,Addison Lane,12001001522,4386,15.6,7.6,0.0,570.0
565.0,1479,Sorrento New Home Community,12001001202,3217,0.6,0.9,0.0,563.0
566.0,1628,SW 52nd St @ Cabana Beach,12001001605,4022,6.0,5.3,0.0,565.5
567.0,462,University of Florida Energy Research,12001001514,1080,8.3,6.3,0.0,570.0
568.0,1393,Northbound NW 55th ST @ NW 14th AVE,12001001702,2361,5.5,4.0,0.0,567.0
569.0,460,Towne Parc Apartments,12001110800,898,12.0,8.9,0.0,569.0
570.0,1503,Southbound Metcalfe Elementary School,12001000400,2341,18.2,8.7,0.0,568.0
571.0,1169,Northwood Pines Neighborhood,12001001202,3217,0.6,0.9,0.0,568.0
572.0,570,Eastbound NE 8th Avenue @ NE 22nd Street,12001000600,1734,20.2,11.8,0.0,577.0
573.0,754,NE 23rd Ave Farside NE 14th St Westbound,12001000400,2341,18.2,8.7,0.0,571.5
574.0,61,Dignity Project,12001000700,2512,12.6,7.5,0.0,575.0
575.0,587,Fred Cone Park,12001000600,1734,20.2,11.8,0.0,579.5
576.0,1118,Arredondo Farms,12001002220,1044,6.8,6.9,0.0,573.0
577.0,1384,Metrocorp Center,12001001201,1358,3.3,3.1,0.0,571.0
578.0,55,Second Avenue Center Apartments,12001000202,1860,25.1,12.7,0.0,579.0
579.0,1034,Madison Cove Apartments,12001002219,2774,16.5,9.1,0.0,576.0
580.0,1542,The Polos Southwest Entrance,12001001517,2597,11.4,6.8,0.0,580.0
581.0,326,Eastwood Meadows,12001001400,896,3.6,5.5,0.0,576.0
582.0,590,Southbound SE 43rd Street @ E University Avenue,12001000600,1734,20.2,11.8,0.0,586.0
583.0,13,Beaty Towers,12001000902,164,30.5,16.9,0.0,580.0
584.0,764,Gainesville Shopping Center South,12001000301,1952,14.1,7.2,0.0,582.0
585.0,813,Kensington Apartments North,12001001522,4386,15.6,7.6,0.0,587.0
586.0,983,Millhopper Pines Apartments,12001001702,2361,5.5,4.0,0.0,581.0
587.0,448,Westbound SW 40th Place @ NW 26th Terrace,12001001516,1562,8.5,5.4,0.0,583.0
588.0,342,Alachua County Sheriffs Department,12001000600,1734,20.2,11.8,0.0,590.0
589.0,1395,Southbound NW 55th ST @ NW 9th LN,12001001702,2361,5.5,4.0,0.0,583.0
590.0,482,University of Florida Energy Research,12001001515,2932,9.4,7.0,0.0,583.0
591.0,1428,FDOT Operations Center,12001001400,896,3.6,5.5,0.0,583.0
592.0,1439,Cohens Temple,12001000600,1734,20.2,11.8,0.0,594.0
593.0,795,The Retreat Apartments,12001000808,1699,7.2,6.0,0.0,585.0
594.0,6,720 SW 2nd Ave,12001000201,2308,21.1,10.6,0.0,587.0
595.0,394,Family Dollar @ NW 34th Street,12001001202,3217,0.6,0.9,0.0,586.0
596.0,1043,Asbury Park Apartments,12001002219,2774,16.5,9.1,0.0,592.0
597.0,1502,Northbound Metcalfe Elementary School,12001000400,2341,18.2,8.7,0.0,590.0
598.0,419,NW 39th Avenue @ NW 34th Street,12001001202,3217,0.6,0.9,0.0,588.0
599.0,380,Kiwanis Park,12001001203,1619,5.6,3.9,0.0,589.0
600.0,316,SE 35th St @ SE 21st Avenue,12001000700,2512,12.6,7.5,0.0,594.0
601.0,346,Westbound E University Avenue @ SE 21st Street,12001000600,1734,20.2,11.8,0.0,601.5
602.0,398,Sorrento New Home Community,12001001202,3217,0.6,0.9,0.0,593.0
603.0,427,Altrusa House of Gainesville,12001001203,1619,5.6,3.9,0.0,594.0
604.0,682,Budget Inn,12001002101,885,0.6,0.8,0.0,595.5
605.0,162,Tire Kingdom @ Newberry Road,12001001605,4022,6.0,5.3,0.0,596.0
606.0,1396,Eastbound SW 24th Ave @ Majestic Oaks,12001002217,2967,15.9,6.6,0.0,601.0
607.0,714,Boulware Charter School,12001000400,2341,18.2,8.7,0.0,600.0
608.0,409,North Walmart Supercenter,12001001803,2802,5.0,4.0,0.0,597.0
609.0,381,Altrusa House of Gainesville,12001001203,1619,5.6,3.9,0.0,599.0
610.0,174,Terwilliger Elementary School,12001001605,4022,6.0,5.3,0.0,600.0
611.0,1440,Mt. Olive Primitive Baptist Church,12001000600,1734,20.2,11.8,0.0,610.0
612.0,529,First Church of the Nazarene,12001001702,2361,5.5,4.0,0.0,603.0
613.0,188,Regal Royal Park Stadium 16,12001001605,4022,6.0,5.3,0.0,605.0
614.0,228,Northbound NW 6th Street @ NW 33rd Avenue,12001000302,1363,11.6,6.7,0.0,603.0
615.0,389,Westbound NW 39th Avenue @ NW 31st Street,12001001202,3217,0.6,0.9,0.0,605.0
616.0,84,Northbound SE 15th Street @ SE 13th Place,12001000700,2512,12.6,7.5,0.0,608.0
617.0,1505,Planned Furnishings,12001000500,2796,10.7,4.8,0.0,608.0
618.0,308,Eastbound Hawthorne Road @ SE 26th Street,12001000700,2512,12.6,7.5,0.0,611.0
619.0,1001,Santa Fe College @ NW 83rd Street,12001001701,3402,17.3,5.7,0.0,612.0
620.0,461,University Club Apartments,12001110800,898,12.0,8.9,0.0,613.0
621.0,909,Episcopal Children's Services,12001000500,2796,10.7,4.8,0.0,615.0
622.0,390,NW 39th Avenue @ NW 34th Street,12001001202,3217,0.6,0.9,0.0,615.5
623.0,1004,Windsor Assisted Living,12001001701,3402,17.3,5.7,0.0,619.0
624.0,488,Countryside at the University Apartments,12001001516,1562,8.5,5.4,0.0,620.0
625.0,560,Northbound NE 9th Street @ NE 8th Avenue,12001000500,2796,10.7,4.8,0.0,623.0
626.0,695,Oakbrook Walk Condominiums,12001000806,1491,18.9,8.7,0.0,628.0
627.0,1394,Southbound NW 55th ST @ NW 14th AVE,12001001702,2361,5.5,4.0,0.0,625.0
628.0,277,NW 6th Street @ NW 19th Lane,12001000301,1952,14.1,7.2,0.0,627.0
629.0,947,Gainesville Place Apartments @ SW 35th Place,12001001517,2597,11.4,6.8,0.0,627.0
630.0,429,Glen Springs Apartments,12001001202,3217,0.6,0.9,0.0,626.0
631.0,856,UF Health Family Medicine Eastside Northbound,12001000600,1734,20.2,11.8,0.0,633.0
632.0,585,Eastbound SE 25th Terrace @ E University Avenue,12001000600,1734,20.2,11.8,0.0,635.0
633.0,1379,Westbound NW 39th AVE @ NW 10th ST,12001000302,1363,11.6,6.7,0.0,630.0
634.0,978,Lenox Place Apartments,12001001702,2361,5.5,4.0,0.0,631.0
635.0,4,The Continuum,12001000500,2796,10.7,4.8,0.0,632.0
636.0,334,Southbound SE 35th Street @ SE 20th Avenue,12001000700,2512,12.6,7.5,0.0,632.0
637.0,829,Forest View Apartments,12001001605,4022,6.0,5.3,0.0,633.0
638.0,1002,Santa Fe College @ NW 83rd Street (Northbound),12001001701,3402,17.3,5.7,0.0,636.0
639.0,581,Southbound NE 25th Street @ NE 3rd Place,12001000600,1734,20.2,11.8,0.0,640.0
640.0,801,UF Bat Houses,12001000901,237,49.8,28.7,0.0,639.0
641.0,1124,Dogwood Dog Park,12001002220,1044,6.8,6.9,0.0,635.0
642.0,723,Highland Court,12001001902,1361,16.8,9.7,0.0,642.0
643.0,701,CVS Pharmacy @ N Main Street,12001000301,1952,14.1,7.2,0.0,638.5
644.0,910,UF Health Family Medicine Eastside,12001000500,2796,10.7,4.8,0.0,638.0
645.0,913,Southbound SE 11th Street @ SE 2nd Avenue,12001000700,2512,12.6,7.5,0.0,639.0
646.0,306,Eastbound University Avenue @ SE 24th Street,12001000600,1734,20.2,11.8,0.0,645.0
647.0,627,Southbound NE 9th Street @ NE 7th Avenue,12001000500,2796,10.7,4.8,0.0,642.0
648.0,418,Southbound NW 34th Street @ NW 41st Avenue,12001001201,1358,3.3,3.1,0.0,639.0
649.0,1049,Tower Road Branch Library,12001002219,2774,16.5,9.1,0.0,643.0
650.0,426,Ridgeview Baptist Church,12001001202,3217,0.6,0.9,0.0,644.0
651.0,818,Redpoint Apartments,12001001605,4022,6.0,5.3,0.0,648.5
652.0,853,Northbound SE 11th Street @ SE 2nd Avenue,12001000700,2512,12.6,7.5,0.0,649.0
653.0,1240,Northbound NE 25th Street @ NE 3rd Place,12001000600,1734,20.2,11.8,0.0,654.0
654.0,945,Ridgemar Commons,12001001517,2597,11.4,6.8,0.0,649.0
655.0,1374,Westbound NW 39th AVE @ NW 19th TER,12001001203,1619,5.6,3.9,0.0,648.5
656.0,592,Lake Forest Trails Neighborhood,12001000600,1734,20.2,11.8,0.0,660.0
657.0,1455,North Walmart Supercenter,12001001803,2802,5.0,4.0,0.0,653.0
658.0,1389,Eastbound NW 39th AVE @ NW 37th ST,12001001100,2940,7.3,3.5,0.0,655.0
659.0,1373,CVS @ SW 13th St,12001000808,1699,7.2,6.0,0.0,652.0
660.0,934,Campus Church of Christ,12001001000,3509,6.5,4.1,0.0,653.0
661.0,40,Shands Care Helicopter Pad,12001000809,791,3.0,3.1,0.0,654.0
662.0,292,The Cotton Club,12001000700,2512,12.6,7.5,0.0,663.0
663.0,153,Westbound University Avenue @ NW 22nd Street,12001001000,3509,6.5,4.1,0.0,661.0
664.0,555,Eastbound E University Avenue @ SE 8th Street,12001000500,2796,10.7,4.8,0.0,664.0
665.0,53,Innovation Square East,12001000201,2308,21.1,10.6,0.0,663.0
666.0,632,Florida School of Traditional Midwifery,12001000500,2796,10.7,4.8,0.0,667.5
667.0,304,Eastbound University Avenue @ SE 21st Street,12001000600,1734,20.2,11.8,0.0,672.0
668.0,435,State Farm Insurance @ NW 13th Street,12001001000,3509,6.5,4.1,0.0,667.0
669.0,571,Northbound NE 24th Street @ NE 8th Avenue,12001000600,1734,20.2,11.8,0.0,675.0
670.0,217,Big Ron's Yoga,12001000301,1952,14.1,7.2,0.0,670.0
671.0,1105,Cricket Club Apartments,12001002207,1455,0.4,0.7,0.0,668.0
672.0,111,Southbound SE 15th Street @ SE 4th Avenue,12001000700,2512,12.6,7.5,0.0,672.0
673.0,756,Westbound NE 23rd Avenue @ NE 9th Street,12001000400,2341,18.2,8.7,0.0,672.0
674.0,1039,Kanapaha Station Plaza,12001002219,2774,16.5,9.1,0.0,674.0
675.0,444,University Housing Office,12001000902,164,30.5,16.9,0.0,674.0
676.0,666,Health Science Center Administration,12001000809,791,3.0,3.1,0.0,673.0
677.0,279,Little Warriors Day School,12001000301,1952,14.1,7.2,0.0,677.0
678.0,1388,Sable Chase Neighborhood,12001001100,2940,7.3,3.5,0.0,677.0
679.0,425,Eastbound NW 39th Ave at NW 19th St Green Tree Pk,12001001202,3217,0.6,0.9,0.0,677.0
680.0,408,Northbound NW 23rd Terrace @ US Hwy 441,12001001803,2802,5.0,4.0,0.0,677.0
681.0,1020,Southbound NW 43rd Street @ NW 19th Avenue,12001001702,2361,5.5,4.0,0.0,679.0
682.0,378,Misty Oaks Apartments,12001001203,1619,5.6,3.9,0.0,680.0
683.0,452,Gainesville Place Apartments @ SW 35th Place,12001001515,2932,9.4,7.0,0.0,682.0
684.0,814,Pinetree Gardens,12001001522,4386,15.6,7.6,0.0,686.0
685.0,538,Covenant Church,12001001000,3509,6.5,4.1,0.0,685.0
686.0,597,Sunrise Store @ SE 43rd Street,12001001400,896,3.6,5.5,0.0,684.0
687.0,634,Alachua County School Board Administration,12001000500,2796,10.7,4.8,0.0,689.0
688.0,711,Chelsea Apartments Eastbound,12001000400,2341,18.2,8.7,0.0,688.0
689.0,1108,Sunrise Subdivision (Southbound),12001002207,1455,0.4,0.7,0.0,687.0
690.0,82,McPherson Recreational Center,12001000700,2512,12.6,7.5,0.0,689.0
691.0,430,Misty Oaks Apartments,12001001202,3217,0.6,0.9,0.0,688.0
692.0,1568,The Lark Apartments,12001000806,1491,18.9,8.7,0.0,693.0
693.0,110,Veteran's Honor Center,12001000700,2512,12.6,7.5,0.0,691.0
694.0,617,Westbound NE 8th Avenue @ NE 23nd Street,12001000600,1734,20.2,11.8,0.0,695.0
695.0,1283,Ft Clarke Middle School,12001002204,5356,5.5,3.9,0.0,691.0
696.0,215,Williams Fellowship Hall,12001000201,2308,21.1,10.6,0.0,691.5
697.0,946,Victoria Station Apartments,12001001517,2597,11.4,6.8,0.0,694.0
698.0,1387,Sable Chase Neighborhood,12001001201,1358,3.3,3.1,0.0,693.0
699.0,589,Eastside Plaza,12001000600,1734,20.2,11.8,0.0,702.0
700.0,684,UF Health Florida Recovery Center,12001000808,1699,7.2,6.0,0.0,695.0
701.0,358,The Cotton Club,12001000700,2512,12.6,7.5,0.0,698.0
702.0,1120,Life Storage,12001002220,1044,6.8,6.9,0.0,697.0
703.0,1359,Gainesville Healthcare Center,12001000809,791,3.0,3.1,0.0,698.0
704.0,129,McPherson Recreational Center,12001000700,2512,12.6,7.5,0.0,700.0
705.0,1611,NW 2nd Lane @ NW 140th Way,12001002204,5356,5.5,3.9,0.0,702.0
706.0,395,YMCA @ NW 34th Street,12001001202,3217,0.6,0.9,0.0,702.0
707.0,280,American Auto Insurance,12001000301,1952,14.1,7.2,0.0,704.0
708.0,360,Norman Field,12001000202,1860,25.1,12.7,0.0,708.0
709.0,218,Bailey Village Assisted Living,12001000301,1952,14.1,7.2,0.0,706.0
710.0,1179,Pressly Softball Stadium,12001000901,237,49.8,28.7,0.0,709.0
711.0,1550,Hotel Eleo @ SW 16th Ave Westbound,12001000809,791,3.0,3.1,0.0,709.0
712.0,915,Triangle Club,12001000700,2512,12.6,7.5,0.0,711.0
713.0,322,E Hawthorne Road @ SE 39th Terrace,12001000700,2512,12.6,7.5,0.0,714.0
714.0,824,Hampton Oaks Apartments,12001001605,4022,6.0,5.3,0.0,712.0
715.0,999,Northridge Neighborhood,12001001701,3402,17.3,5.7,0.0,716.0
716.0,1025,Landmark Woods Neighborhood,12001001702,2361,5.5,4.0,0.0,714.0
717.0,852,Triangle Club,12001000700,2512,12.6,7.5,0.0,716.5
718.0,851,Eastbound SE 4th Avenue @ SE 8th Street,12001000500,2796,10.7,4.8,0.0,716.0
719.0,598,Eastside Plaza,12001000600,1734,20.2,11.8,0.0,718.0
720.0,1322,Rocky Point Apartments,12001001515,2932,9.4,7.0,0.0,716.0
721.0,324,Eastside High School,12001001400,896,3.6,5.5,0.0,716.0
722.0,823,Hampton Oaks Apartments,12001001605,4022,6.0,5.3,0.0,721.0
723.0,1170,Pine Ridge Apartments,12001001202,3217,0.6,0.9,0.0,720.0
724.0,595,Lake Forest Trails Neighborhood,12001001400,896,3.6,5.5,0.0,721.0
725.0,668,Ronald McDonald House of Gainesville,12001000809,791,3.0,3.1,0.0,722.0
726.0,1469,Eastbound University Avenue @ SW 23rd DR,12001001000,3509,6.5,4.1,0.0,722.0
727.0,333,Southbound Se 35th Street @ SE 18th Avenue,12001000700,2512,12.6,7.5,0.0,726.0
728.0,1259,Sunco @ E University Avenue,12001000600,1734,20.2,11.8,0.0,729.0
729.0,447,Hunters Run,12001001516,1562,8.5,5.4,0.0,726.0
730.0,317,Northbound SE 35th Street @ SE 18th Ave,12001000700,2512,12.6,7.5,0.0,730.0
731.0,1427,Holy Faith Catholic Church,12001001605,4022,6.0,5.3,0.0,729.0
732.0,189,Center for Independent Living,12001001605,4022,6.0,5.3,0.0,731.0
733.0,669,Liv+ Apartments 13th St,12001000809,791,3.0,3.1,0.0,731.0
734.0,154,Westbound University Avenue @ NW 23rd Drive,12001001000,3509,6.5,4.1,0.0,731.0
735.0,172,Oaks Mall SW 62nd Blvd,12001001605,4022,6.0,5.3,0.0,734.0
736.0,967,Hunters Run Apartments,12001001517,2597,11.4,6.8,0.0,736.0
737.0,707,Pine Grove Apartments,12001000400,2341,18.2,8.7,0.0,737.0
738.0,393,Capri Neighborhood,12001001202,3217,0.6,0.9,0.0,735.0
739.0,1137,Cypress Villas,12001001515,2932,9.4,7.0,0.0,737.0
740.0,1239,Caroline Manor Affordable Housing,12001000600,1734,20.2,11.8,0.0,742.0
741.0,1618,Queen of Peace Church,12001002208,1103,2.9,3.5,0.0,738.0
742.0,1116,Valwood Neighborhood,12001002221,2304,0.8,1.5,0.0,737.0
743.0,859,Cabana Beach Apartments (Exit),12001001605,4022,6.0,5.3,0.0,740.0
744.0,501,NW 30th Terrace @ NW 16th Avenue,12001001100,2940,7.3,3.5,0.0,740.0
745.0,132,Westbound SE 22nd Avenue @ SE 12th Street,12001000700,2512,12.6,7.5,0.0,741.0
746.0,374,UF Health Homecare,12001001203,1619,5.6,3.9,0.0,740.0
747.0,1026,Holy Faith Catholic Church,12001001605,4022,6.0,5.3,0.0,745.0
748.0,822,Palm Garden of Gainesville,12001001605,4022,6.0,5.3,0.0,749.0
749.0,391,Gethsemane Lutheran Church,12001001202,3217,0.6,0.9,0.0,746.0
750.0,1319,Gainesville Regional Airport Outbound,12001001902,1361,16.8,9.7,0.0,750.0
751.0,330,Westbound Hawthorne Road @ SE 39th Street,12001000600,1734,20.2,11.8,0.0,752.0
752.0,677,The Landings Apartments,12001110800,898,12.0,8.9,0.0,750.0
753.0,678,Residence Inn,12001110800,898,12.0,8.9,0.0,752.0
